,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID,Tournamets,Patch,Date
3,Ashe,Uzi,ADC,,7,3,7,4.7,322,,,9.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.42,50%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,3978,LPL Summer 2016,6.13,2016-07-16
4,Thresh,Mata,SUPPORT,,2,5,15,3.4,28,,,0.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.51,60.7%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,3978,LPL Summer 2016,6.13,2016-07-16
5,Irelia,Acorn,TOP,,3,7,6,1.3,213,,,6.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.27,60%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,LOSS ,3978,LPL Summer 2016,6.13,2016-07-16
6,Gragas,march,JUNGLE,,2,6,6,1.3,100,,,3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.24,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,LOSS ,3978,LPL Summer 2016,6.13,2016-07-16
7,Azir,Snoopy,MID,,4,6,6,1.7,256,,,7.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.3,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,LOSS ,3978,LPL Summer 2016,6.13,2016-07-16
8,Jhin,Styz,ADC,,6,5,7,2.6,267,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.39,86.7%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,LOSS ,3978,LPL Summer 2016,6.13,2016-07-16
9,Trundle,Maidong,SUPPORT,,0,4,12,3,45,,,1.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.36,80%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,LOSS ,3978,LPL Summer 2016,6.13,2016-07-16
0,Shen,V,TOP,,0,3,6,2,297,,,7.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,75%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS,3974,LPL Summer 2016,6.13,2016-07-15
1,Nocturne,Swift,JUNGLE,,2,4,5,1.8,162,,,4.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.18,87.5%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS,3974,LPL Summer 2016,6.13,2016-07-15
2,Twisted Fate,dade,MID,,2,5,4,1.2,287,,,7.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,75%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS,3974,LPL Summer 2016,6.13,2016-07-15
3,Ezreal,HappyY,ADC,,4,2,1,2.5,330,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.13,62.5%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS,3974,LPL Summer 2016,6.13,2016-07-15
4,Bard,MorZB,SUPPORT,,0,3,4,1.3,34,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.1,50%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS,3974,LPL Summer 2016,6.13,2016-07-15
5,Maokai,957,TOP,,0,2,17,8.5,269,,,6.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.44,100%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN ,3974,LPL Summer 2016,6.13,2016-07-15
6,Graves,Condi,JUNGLE,,8,2,8,8,183,,,4.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.41,94.1%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN ,3974,LPL Summer 2016,6.13,2016-07-15
7,Malzahar,xiye,MID,,6,2,5,5.5,315,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.28,64.7%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN ,3974,LPL Summer 2016,6.13,2016-07-15
8,Lucian,Mystic,ADC,,2,1,13,15,346,,,8.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.39,88.2%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN ,3974,LPL Summer 2016,6.13,2016-07-15
9,Braum,Zero,SUPPORT,,1,1,15,16,48,,,1.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.41,94.1%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN ,3974,LPL Summer 2016,6.13,2016-07-15
0,Shen,957,TOP,,1,0,15,Perfect KDA,236,,,7.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.49,84.2%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN,3975,LPL Summer 2016,6.13,2016-07-15
1,Hecarim,Condi,JUNGLE,,8,1,10,18,141,,,4.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.55,94.7%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN,3975,LPL Summer 2016,6.13,2016-07-15
2,Malzahar,xiye,MID,,5,0,9,Perfect KDA,289,,,8.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.43,73.7%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN,3975,LPL Summer 2016,6.13,2016-07-15
3,Lucian,Mystic,ADC,,5,1,11,16,272,,,8.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.49,84.2%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN,3975,LPL Summer 2016,6.13,2016-07-15
4,Alistar,Zero,SUPPORT,,0,3,16,5.3,47,,,1.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.49,84.2%,,,,,,,,,,,,,,,,,,,,,,,,,Team WE,WIN,3975,LPL Summer 2016,6.13,2016-07-15
5,Irelia,V,TOP,,2,1,2,4,250,,,7.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.12,80%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS ,3975,LPL Summer 2016,6.13,2016-07-15
6,Elise,Swift,JUNGLE,,3,5,2,1,131,,,4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,100%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS ,3975,LPL Summer 2016,6.13,2016-07-15
7,Ryze,dade,MID,,0,3,3,1,279,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.09,60%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS ,3975,LPL Summer 2016,6.13,2016-07-15
8,Jhin,HappyY,ADC,,0,3,4,1.3,259,,,7.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.12,80%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS ,3975,LPL Summer 2016,6.13,2016-07-15
9,Thresh,MorZB,SUPPORT,,0,7,4,0.6,26,,,0.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.12,80%,,,,,,,,,,,,,,,,,,,,,,,,,NewBee,LOSS ,3975,LPL Summer 2016,6.13,2016-07-15
0,Gangplank,Flandre,TOP,,0,2,4,2,273,,,7.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.11,100%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS,3971,LPL Summer 2016,6.13,2016-07-15
1,Gragas,SofM,JUNGLE,,1,5,3,0.8,112,,,3.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.11,100%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS,3971,LPL Summer 2016,6.13,2016-07-15
2,Azir,TANK,MID,,1,3,3,1.3,316,,,8.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.11,100%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS,3971,LPL Summer 2016,6.13,2016-07-15
3,Sivir,Martin,ADC,,2,3,2,1.3,294,,,8.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.11,100%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS,3971,LPL Summer 2016,6.13,2016-07-15
4,Braum,JieZou,SUPPORT,,0,5,4,0.8,28,,,0.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.11,100%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS,3971,LPL Summer 2016,6.13,2016-07-15
5,Shen,AmazingJ,TOP,,4,2,10,7,264,,,7.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.39,77.8%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN ,3971,LPL Summer 2016,6.13,2016-07-15
6,Hecarim,Avoidless,JUNGLE,,3,1,13,16,156,,,4.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.45,88.9%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN ,3971,LPL Summer 2016,6.13,2016-07-15
7,Malzahar,Athena,MID,,8,0,5,Perfect KDA,342,,,9.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.37,72.2%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN ,3971,LPL Summer 2016,6.13,2016-07-15
8,Ashe,jinjiao,ADC,,2,0,11,Perfect KDA,334,,,9.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.37,72.2%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN ,3971,LPL Summer 2016,6.13,2016-07-15
9,Alistar,road,SUPPORT,,1,1,16,17,63,,,1.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.48,94.4%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN ,3971,LPL Summer 2016,6.13,2016-07-15
0,Ekko,AmazingJ,TOP,,5,0,6,Perfect KDA,223,,,6.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.31,84.6%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN,3972,LPL Summer 2016,6.13,2016-07-15
1,Rek,Avoidless,JUNGLE,,1,1,9,10,181,,,5.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.28,76.9%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN,3972,LPL Summer 2016,6.13,2016-07-15
2,Twisted Fate,Athena,MID,,3,3,5,2.7,302,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN,3972,LPL Summer 2016,6.13,2016-07-15
3,Ashe,jinjiao,ADC,,4,2,6,5,296,,,8.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.28,76.9%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN,3972,LPL Summer 2016,6.13,2016-07-15
4,Braum,road,SUPPORT,,0,5,7,1.4,73,,,2.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,I MAY,WIN,3972,LPL Summer 2016,6.13,2016-07-15
5,Maokai,Flandre,TOP,,1,6,5,1,223,,,6.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,54.5%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS ,3972,LPL Summer 2016,6.13,2016-07-15
6,Gragas,SofM,JUNGLE,,3,1,7,10,148,,,4.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.28,90.9%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS ,3972,LPL Summer 2016,6.13,2016-07-15
7,Malzahar,TANK,MID,,2,2,6,4,252,,,7.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,72.7%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS ,3972,LPL Summer 2016,6.13,2016-07-15
8,Sivir,Martin,ADC,,2,3,9,3.7,364,,,10.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.31,100%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS ,3972,LPL Summer 2016,6.13,2016-07-15
9,Bard,JieZou,SUPPORT,,3,1,7,10,21,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.28,90.9%,,,,,,,,,,,,,,,,,,,,,,,,,Snake eSports,LOSS ,3972,LPL Summer 2016,6.13,2016-07-15
0,Rumble,Mouse,TOP,,4,5,5,1.8,255,,,6.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.24,75%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS,3968,LPL Summer 2016,6.13,2016-07-14
1,Rek,ClearLove,JUNGLE,,0,3,5,1.7,183,,,5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,41.7%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS,3968,LPL Summer 2016,6.13,2016-07-14
2,Ekko,PawN,MID,,4,3,2,2,285,,,7.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,50%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS,3968,LPL Summer 2016,6.13,2016-07-14
3,Ezreal,Deft,ADC,,4,6,2,1,314,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,50%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS,3968,LPL Summer 2016,6.13,2016-07-14
4,Braum,meiko,SUPPORT,,0,3,5,1.7,60,,,1.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,41.7%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS,3968,LPL Summer 2016,6.13,2016-07-14
5,Gnar,MaRin,TOP,,1,2,12,6.5,347,,,9.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.35,65%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,WIN ,3968,LPL Summer 2016,6.13,2016-07-14
6,Hecarim,Eimy,JUNGLE,,5,3,12,5.7,145,,,3.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.46,85%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,WIN ,3968,LPL Summer 2016,6.13,2016-07-14
7,Viktor,Punished,MID,,4,2,4,4,322,,,8.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,40%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,WIN ,3968,LPL Summer 2016,6.13,2016-07-14
8,Twitch,imp,ADC,,10,2,4,7,299,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.38,70%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,WIN ,3968,LPL Summer 2016,6.13,2016-07-14
9,Thresh,Pyl,SUPPORT,,0,3,14,4.7,50,,,1.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.38,70%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,WIN ,3968,LPL Summer 2016,6.13,2016-07-14
0,Gnar,MaRin,TOP,,1,7,1,0.3,137,,,4.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,25%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,3969,LPL Summer 2016,6.13,2016-07-14
1,Hecarim,Eimy,JUNGLE,,0,4,6,1.5,93,,,3.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,75%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,3969,LPL Summer 2016,6.13,2016-07-14
2,Viktor,Punished,MID,,4,2,2,3,290,,,9.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,75%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,3969,LPL Summer 2016,6.13,2016-07-14
3,Twitch,imp,ADC,,3,6,3,1,211,,,7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,75%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,3969,LPL Summer 2016,6.13,2016-07-14
4,Thresh,Pyl,SUPPORT,,0,6,2,0.3,23,,,0.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,25%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,3969,LPL Summer 2016,6.13,2016-07-14
5,Irelia,Mouse,TOP,,4,3,9,4.3,228,,,7.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.43,52%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN ,3969,LPL Summer 2016,6.13,2016-07-14
6,Gragas,ClearLove,JUNGLE,,7,1,13,20,118,,,3.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.66,80%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN ,3969,LPL Summer 2016,6.13,2016-07-14
7,Azir,Scout,MID,,4,1,8,12,271,,,9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.4,48%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN ,3969,LPL Summer 2016,6.13,2016-07-14
8,Ashe,Deft,ADC,,10,0,9,Perfect KDA,236,,,7.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.63,76%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN ,3969,LPL Summer 2016,6.13,2016-07-14
9,Braum,meiko,SUPPORT,,0,3,16,5.3,27,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.53,64%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN ,3969,LPL Summer 2016,6.13,2016-07-14
0,Rumble,Mouse,TOP,,5,1,4,9,259,,,7.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.25,60%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,3970,LPL Summer 2016,6.13,2016-07-14
1,Rek,ClearLove,JUNGLE,,1,2,7,4,160,,,4.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,3970,LPL Summer 2016,6.13,2016-07-14
2,Vladimir,Scout,MID,,3,1,5,8,321,,,9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,3970,LPL Summer 2016,6.13,2016-07-14
3,Ezreal,Deft,ADC,,6,0,5,Perfect KDA,286,,,8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.31,73.3%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,3970,LPL Summer 2016,6.13,2016-07-14
4,Thresh,meiko,SUPPORT,,0,3,11,3.7,37,,,1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.31,73.3%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,3970,LPL Summer 2016,6.13,2016-07-14
5,Gnar,MaRin,TOP,,2,3,3,1.7,236,,,6.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,3970,LPL Summer 2016,6.13,2016-07-14
6,Gragas,Eimy,JUNGLE,,0,2,2,1,125,,,3.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.06,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,3970,LPL Summer 2016,6.13,2016-07-14
7,Viktor,Punished,MID,,4,4,2,1.5,324,,,9.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,85.7%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,3970,LPL Summer 2016,6.13,2016-07-14
8,Kog,imp,ADC,,1,3,4,1.7,276,,,7.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,3970,LPL Summer 2016,6.13,2016-07-14
9,Braum,Pyl,SUPPORT,,0,3,5,1.7,39,,,1.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,3970,LPL Summer 2016,6.13,2016-07-14
0,Trundle,Loong,TOP,,2,0,12,Perfect KDA,271,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.45,93.3%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN,3965,LPL Summer 2016,6.13,2016-07-14
1,Rek,DanDy,JUNGLE,,7,3,7,4.7,152,,,4.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.45,93.3%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN,3965,LPL Summer 2016,6.13,2016-07-14
2,Karma,Easyhoon,MID,,2,2,8,5,234,,,7.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN,3965,LPL Summer 2016,6.13,2016-07-14
3,Sivir,Endless,ADC,,4,0,9,Perfect KDA,287,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.42,86.7%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN,3965,LPL Summer 2016,6.13,2016-07-14
4,Braum,Caveman,SUPPORT,,0,2,12,6,50,,,1.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.38,80%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN,3965,LPL Summer 2016,6.13,2016-07-14
5,Gangplank,Zz1tai,TOP,,1,3,3,1.3,204,,,6.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.13,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS ,3965,LPL Summer 2016,6.13,2016-07-14
6,Hecarim,Kid,JUNGLE,,3,2,3,3,111,,,3.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.19,85.7%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS ,3965,LPL Summer 2016,6.13,2016-07-14
7,Malzahar,RooKie,MID,,3,3,4,2.3,248,,,7.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,100%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS ,3965,LPL Summer 2016,6.13,2016-07-14
8,Ashe,march,ADC,,0,4,4,1,201,,,6.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.13,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS ,3965,LPL Summer 2016,6.13,2016-07-14
9,Alistar,Ben,SUPPORT,,0,3,5,1.7,36,,,1.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS ,3965,LPL Summer 2016,6.13,2016-07-14
0,Shen,Zz1tai,TOP,,0,2,9,4.5,310,,,7.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.23,90%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,3966,LPL Summer 2016,6.13,2016-07-14
1,Graves,Kid,JUNGLE,,2,2,7,4.5,168,,,4.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.23,90%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,3966,LPL Summer 2016,6.13,2016-07-14
2,Vladimir,RooKie,MID,,6,2,2,4,328,,,8.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,80%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,3966,LPL Summer 2016,6.13,2016-07-14
3,Ashe,Marge,ADC,,2,5,4,1.2,298,,,7.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,60%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,3966,LPL Summer 2016,6.13,2016-07-14
4,Braum,Ben,SUPPORT,,0,5,6,1.2,55,,,1.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,60%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,3966,LPL Summer 2016,6.13,2016-07-14
5,Maokai,Loong,TOP,,3,4,6,2.3,306,,,7.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.23,56.3%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN ,3966,LPL Summer 2016,6.13,2016-07-14
6,Hecarim,DanDy,JUNGLE,,10,2,5,7.5,162,,,4.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.38,93.8%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN ,3966,LPL Summer 2016,6.13,2016-07-14
7,Karma,Easyhoon,MID,,0,3,10,3.3,318,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,62.5%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN ,3966,LPL Summer 2016,6.13,2016-07-14
8,Jhin,XuanXuanPi,ADC,,3,1,9,12,313,,,8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.31,75%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN ,3966,LPL Summer 2016,6.13,2016-07-14
9,Alistar,Caveman,SUPPORT,,0,0,9,Perfect KDA,73,,,1.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.23,56.3%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,WIN ,3966,LPL Summer 2016,6.13,2016-07-14
0,Rumble,Acorn,TOP,,4,3,9,4.3,259,,,8.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.42,92.9%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,WIN,3885,LPL Summer 2016,6.12,2016-07-10
1,Rek,march,JUNGLE,,3,0,7,Perfect KDA,183,,,5.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,Saint Gaming,WIN,3885,LPL Summer 2016,6.12,2016-07-10
