,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID
5,Shen,Mouse,TOP,,0,6,9,1.5,320,,,7.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.21,39.1%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,6636
6,Elise,Fireloli,JUNGLE,,3,5,10,2.6,163,,,3.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.3,56.5%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,6636
7,Jayce,Scout,MID,,12,3,8,6.7,356,,,8.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.46,87%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,6636
8,Ashe,Zet,ADC,,4,5,8,2.4,378,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.27,52.2%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,6636
9,Thresh,meiko,SUPPORT,,4,2,16,10,51,,,1.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.46,87%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,6636
0,Kled,AmazingJ,TOP,,2,3,8,3.3,509,,,9.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.19,83.3%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS,6633
1,Elise,Flawless,JUNGLE,,3,5,5,1.6,229,,,4.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS,6633
2,Talon,Athena,MID,,3,7,3,0.9,368,,,7.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.12,50%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS,6633
3,Caitlyn,jinjiao,ADC,,3,4,8,2.8,464,,,9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.21,91.7%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS,6633
4,Zyra,Starlight,SUPPORT,,1,7,6,1,44,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS,6633
5,Rumble,Flandre,TOP,,4,2,11,7.5,437,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.29,57.7%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,WIN ,6633
6,Lee Sin,SofM,JUNGLE,,10,3,14,8,210,,,4.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.47,92.3%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,WIN ,6633
7,Ryze,TANK,MID,,7,1,11,18,483,,,9.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.35,69.2%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,WIN ,6633
8,Ashe,Mint,ADC,,4,4,12,4,447,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.31,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,WIN ,6633
9,Lulu,kRYST4L,SUPPORT,,1,2,19,10,73,,,1.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.39,76.9%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,WIN ,6633
0,Gragas,Xiyang,TOP,,1,0,2,Perfect KDA,288,,,9.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.1,23.1%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,WIN,6630
1,Rengar,World6,JUNGLE,,3,1,5,8,120,,,3.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,WIN,6630
2,Ekko,icon,MID,,6,1,2,8,285,,,9.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,WIN,6630
3,Lucian,SmLz,ADC,,2,0,7,Perfect KDA,329,,,10.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.29,69.2%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,WIN,6630
4,Nami,Five,SUPPORT,,1,2,8,4.5,18,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.29,69.2%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,WIN,6630
5,Fiora,Jinoo,TOP,,2,4,0,0.5,257,,,8.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,50%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6630
6,Lee Sin,Eimy,JUNGLE,,0,1,2,2,104,,,3.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,50%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6630
7,Orianna,GODV,MID,,2,3,0,0.7,319,,,10.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,50%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6630
8,Ashe,imp,ADC,,0,3,0,0,282,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6630
9,Karma,Pyl,SUPPORT,,0,2,2,1,31,,,1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,50%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6630
0,Maokai,Duke,TOP,,2,5,4,1.2,264,,,7.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,100%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,6627
1,Graves,Kid,JUNGLE,,3,4,2,1.3,237,,,6.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,83.3%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,6627
2,Cassiopeia,RooKie,MID,,0,4,6,1.5,311,,,8.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,100%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,6627
3,Ashe,Marge,ADC,,1,2,5,3,301,,,8.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,100%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,6627
4,Nami,Megan,SUPPORT,,0,0,6,Perfect KDA,30,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,100%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,LOSS,6627
5,Kled,LetMe,TOP,,8,0,5,Perfect KDA,352,,,10,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.37,86.7%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6627
6,Gragas,Mlxg,JUNGLE,,2,3,7,3,122,,,3.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,60%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6627
7,Ryze,xiaohu,MID,,2,0,7,Perfect KDA,299,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,60%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6627
8,Jhin,Windy,ADC,,2,1,5,7,258,,,7.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,46.7%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6627
9,Lulu,Ming,SUPPORT,,1,2,4,2.5,21,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.14,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6627
0,Gragas,Mouse,TOP,,3,0,6,Perfect KDA,288,,,8.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,64.3%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,6624
1,Graves,Fireloli,JUNGLE,,3,1,7,10,169,,,4.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.29,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,6624
2,Orianna,Scout,MID,,3,0,8,Perfect KDA,331,,,9.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,78.6%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,6624
3,Varus,Zet,ADC,,5,1,9,14,315,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.41,100%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,6624
4,Braum,meiko,SUPPORT,,0,1,13,13,45,,,1.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.38,92.9%,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gaming,WIN,6624
5,Rumble,GimGoon,TOP,,1,2,0,0.5,299,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6624
6,Rek,xiaoyu,JUNGLE,,1,3,2,1,183,,,5.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.09,100%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6624
7,Viktor,Republic,MID,,1,2,1,1,315,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.06,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6624
8,Ashe,PentaQ,ADC,,0,3,2,0.7,277,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.06,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6624
9,Tahm Kench,Savoki,SUPPORT,,0,4,3,0.8,37,,,1.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.09,100%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6624
0,Nautilus,Kabe,TOP,,0,4,2,0.5,286,,,8.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.06,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,LOSS,6621
1,Kha,Clid,JUNGLE,,0,2,2,1,148,,,4.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.06,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,LOSS,6621
2,LeBlanc,Doinb,MID,,0,5,3,0.6,279,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.09,100%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,LOSS,6621
3,Lucian,Alone,ADC,,2,1,1,3,244,,,7.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.09,100%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,LOSS,6621
4,Nami,CL0UD,SUPPORT,,1,1,2,3,20,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.09,100%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,LOSS,6621
5,Maokai,Skye,TOP,,6,1,7,13,281,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.4,100%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN ,6621
6,Lee Sin,Swift,JUNGLE,,0,0,12,Perfect KDA,154,,,4.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.37,92.3%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN ,6621
7,Jayce,CoCo,MID,,4,1,7,11,243,,,7.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.34,84.6%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN ,6621
8,Varus,Lwx,ADC,,3,1,8,11,295,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.34,84.6%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN ,6621
9,Lulu,MorZB,SUPPORT,,0,0,12,Perfect KDA,23,,,0.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.37,92.3%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN ,6621
0,Shen,Duke,TOP,,4,2,17,10.5,310,,,8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.54,80.8%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6618
1,Rengar,Kid,JUNGLE,,6,3,11,5.7,212,,,5.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.44,65.4%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6618
2,Taliyah,RooKie,MID,,7,4,14,5.3,354,,,9.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.54,80.8%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6618
3,Ashe,Marge,ADC,,8,3,12,6.7,299,,,7.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.51,76.9%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6618
4,Lulu,Megan,SUPPORT,,1,2,21,11,40,,,1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.57,84.6%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6618
5,Kennen,AmazingJ,TOP,,5,4,6,2.8,386,,,9.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.28,78.6%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS ,6618
6,Graves,Flawless,JUNGLE,,5,5,5,2,189,,,4.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS ,6618
7,Twisted Fate,Athena,MID,,1,4,9,2.5,339,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS ,6618
8,Varus,jinjiao,ADC,,3,5,5,1.6,320,,,8.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.21,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS ,6618
9,Nautilus,Starlight,SUPPORT,,0,8,8,1,36,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.21,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,I May,LOSS ,6618
0,Renekton,Funny,TOP,,0,6,1,0.2,257,,,8.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,6615
1,Rengar,Eimy,JUNGLE,,1,1,1,2,141,,,4.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,6615
2,Kassadin,GODV,MID,,2,2,0,1,215,,,7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,6615
3,Ashe,imp,ADC,,0,1,1,1,310,,,10.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,6615
4,Lulu,Pyl,SUPPORT,,0,1,1,1,27,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS,6615
5,Camille,LetMe,TOP,,6,0,5,Perfect KDA,275,,,9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.36,100%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6615
6,Gragas,Mlxg,JUNGLE,,1,0,7,Perfect KDA,121,,,3.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,72.7%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6615
7,Syndra,xiaohu,MID,,3,2,4,3.5,286,,,9.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.23,63.6%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6615
8,Varus,Windy,ADC,,1,0,3,Perfect KDA,262,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.13,36.4%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6615
9,Karma,Ming,SUPPORT,,0,1,5,5,27,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,45.5%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,6615
0,Camille,LetMe,TOP,,6,1,9,15,322,,,8.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.4,75%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,6506
1,Elise,Y1han,JUNGLE,,7,0,5,Perfect KDA,147,,,3.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,60%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,6506
2,Orianna,xiaohu,MID,,2,1,9,11,361,,,9.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.3,55%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,6506
3,Varus,Uzi,ADC,,5,4,7,3,363,,,9.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,60%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,6506
4,Leona,Ming,SUPPORT,,0,2,11,5.5,33,,,0.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.3,55%,,,,,,,,,,,,,,,,,,,,,,,,,Royal Never Give Up,WIN,6506
5,Renekton,Loong,TOP,,1,5,3,0.8,381,,,10.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.11,50%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,LOSS ,6506
6,Gragas,bengi,JUNGLE,,2,3,4,2,167,,,4.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,75%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,LOSS ,6506
7,Viktor,Easyhoon,MID,,1,5,2,0.6,383,,,10.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.08,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,LOSS ,6506
8,Ashe,Endless,ADC,,4,5,2,1.2,280,,,7.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,75%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,LOSS ,6506
9,Lulu,Hetong,SUPPORT,,0,2,6,3,31,,,0.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.16,75%,,,,,,,,,,,,,,,,,,,,,,,,,Vici Gaming,LOSS ,6506
0,Gragas,Flandre,TOP,,1,1,5,6,352,,,8.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,LOSS,6503
1,Graves,SofM,JUNGLE,,2,5,4,1.2,218,,,5.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.15,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,LOSS,6503
2,Orianna,Zz1tai,MID,,3,4,5,2,363,,,8.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,88.9%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,LOSS,6503
3,Ezreal,Ohq,ADC,,3,1,5,8,332,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,88.9%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,LOSS,6503
4,Nami,kRYST4L,SUPPORT,,0,5,7,1.4,28,,,0.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.17,77.8%,,,,,,,,,,,,,,,,,,,,,,,,,Snake Esports,LOSS,6503
5,Nautilus,Kabe,TOP,,2,2,11,6.5,347,,,8.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,81.3%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,WIN ,6503
6,Lee Sin,Clid,JUNGLE,,2,2,9,5.5,167,,,4.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.27,68.8%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,WIN ,6503
7,Viktor,Doinb,MID,,7,3,5,4,370,,,9.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.29,75%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,WIN ,6503
8,Lucian,Alone,ADC,,5,1,4,9,354,,,8.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,56.3%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,WIN ,6503
9,Lulu,Ali,SUPPORT,,0,1,13,13,25,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.32,81.3%,,,,,,,,,,,,,,,,,,,,,,,,,QG Reapers,WIN ,6503
0,Rumble,Duke,TOP,,6,1,15,21,418,,,8.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.41,70%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6500
1,Rengar,Kid,JUNGLE,,10,5,11,4.2,189,,,3.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.41,70%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6500
2,Orianna,RooKie,MID,,6,3,21,9,410,,,8.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.53,90%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6500
3,Varus,Marge,ADC,,4,3,13,5.7,402,,,7.9,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.33,56.7%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6500
4,Nami,Megan,SUPPORT,,4,5,18,4.4,30,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.43,73.3%,,,,,,,,,,,,,,,,,,,,,,,,,Invictus Gaming,WIN,6500
5,Shen,GimGoon,TOP,,3,7,9,1.7,347,,,6.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.24,70.6%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6500
6,Kha,xiaoyu,JUNGLE,,3,3,8,3.7,204,,,4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.22,64.7%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6500
7,Ahri,Republic,MID,,6,8,3,1.1,359,,,7.1,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.18,52.9%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6500
8,Ezreal,West,ADC,,5,3,8,4.3,486,,,9.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,76.5%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6500
9,Lulu,Savoki,SUPPORT,,0,9,10,1.1,27,,,0.5,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.2,58.8%,,,,,,,,,,,,,,,,,,,,,,,,,Game Talents,LOSS ,6500
0,Gragas,Skye,TOP,,2,0,1,Perfect KDA,280,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.1,21.4%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN,6497
1,Kha,Swift,JUNGLE,,6,1,4,10,143,,,4.7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.33,71.4%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN,6497
2,Orianna,Cool,MID,,6,0,5,Perfect KDA,327,,,10.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.36,78.6%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN,6497
3,Varus,Lwx,ADC,,0,1,8,8,285,,,9.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN,6497
4,Lulu,MorZB,SUPPORT,,0,0,8,Perfect KDA,19,,,0.6,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.26,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,Newbee,WIN,6497
5,Akali,Jinoo,TOP,,0,3,0,0,213,,,7,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6497
6,Rengar,intruder,JUNGLE,,2,1,0,2,161,,,5.3,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,100%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6497
7,Syndra,GODV,MID,,0,5,1,0.2,266,,,8.8,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,50%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6497
8,Lucian,imp,ADC,,0,2,1,0.5,280,,,9.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,50%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6497
9,Nami,Pyl,SUPPORT,,0,3,2,0.7,11,,,0.4,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.07,100%,,,,,,,,,,,,,,,,,,,,,,,,,LGD Gaming,LOSS ,6497
0,Maokai,Xiyang,TOP,,0,3,0,0,232,,,7.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,LOSS,6494
1,Lee Sin,World6,JUNGLE,,1,4,0,0.3,136,,,4.2,0,0,0%,,,,,,,0,0,0,,0,0,0,0,0,0%,0.03,100%,,,,,,,,,,,,,,,,,,,,,,,,,OMG,LOSS,6494
